Id,SalePrice
1689,202462.885329
1690,194663.592667
1691,186370.662029
1692,266066.368712
1693,181892.72993
1694,187298.645572
1695,174451.2154
1696,264538.698756
1697,168318.276593
1698,323934.935077
1699,364237.744864
1700,275384.698941
1701,255592.031684
1702,249357.973247
1703,215441.551657
1704,282146.863785
1705,233348.671603
1706,436072.835242
1707,229353.831647
1708,213641.316619
1709,254503.556291
1710,207954.118568
1711,277698.106653
1712,260844.685442
1713,274996.154446
1714,243413.580375
1715,217742.237016
1716,188115.684201
1717,176011.651072
1718,127744.190024
1719,208823.166946
1720,246863.877517
1721,166783.344513
1722,128925.68628
1723,163320.477473
1724,181234.994747
1725,240498.75907
1726,187567.103629
1727,141654.299259
1728,177577.723958
1729,180472.762557
1730,152264.618467
1731,118308.312059
1732,137575.581631
1733,119658.952918
1734,120556.679945
1735,136591.096537
1736,116356.743319
1737,366790.83766
1738,240054.05484
1739,297388.145911
1740,213076.344203
1741,204850.224458
1742,174394.334904
1743,183322.063031
1744,332084.185977
1745,221201.738245
1746,169623.756566
1747,210336.596738
1748,216058.800802
1749,151374.60224
1750,114582.503373
1751,224081.73852
1752,123835.447859
1753,134792.178491
1754,199073.342332
1755,170884.73645
1756,142680.606671
1757,122881.2578
1758,145288.826403
1759,159761.743003
1760,169420.570584
1761,163697.174383
1762,180937.965534
1763,164951.430283
1764,122840.757326
1765,163828.570011
1766,182690.128815
1767,211553.061328
1768,158936.521479
1769,165609.493549
1770,156433.908349
1771,124727.322423
1772,135911.303409
1773,114189.738146
1774,118514.746698
1775,153970.484207
1776,133085.808919
1777,131949.316433
1778,143969.998337
1779,121666.668359
1780,175813.554938
1781,131034.620456
1782,91866.7440197
1783,146600.597556
1784,117008.042202
1785,114822.878234
1786,151408.855143
1787,154971.213032
1788,69399.6526699
1789,99904.1249263
1790,86674.0942556
1791,185121.440866
1792,163362.679701
1793,125488.116291
1794,162487.105663
1795,141728.282269
1796,120190.629173
1797,129936.410858
1798,126720.320361
1799,136348.930235
1800,133627.925
1801,133081.903617
1802,125752.640694
1803,157888.353815
1804,159473.421647
1805,134984.541371
1806,118594.274022
1807,136652.799167
1808,124344.80493
1809,126043.24342
1810,144967.823313
1811,118845.108428
1812,97740.2580423
1813,128072.701135
1814,97175.8174168
1815,51667.3698628
1816,108778.91322
1817,102731.422796
1818,148591.062329
1819,138562.967566
1820,47125.4190419
1821,100606.661092
1822,141170.826485
1823,50366.5403019
1824,143197.222832
1825,147590.28277
1826,112726.722474
1827,113137.692235
1828,152480.934717
1829,114366.352637
1830,131569.309322
1831,146321.639634
1832,89620.2663808
1833,146258.479432
1834,113693.649386
1835,131502.414786
1836,120467.459165
1837,102224.103322
1838,128695.440243
1839,128446.96012
1840,174125.833469
1841,156462.030867
1842,82634.9773764
1843,125865.295305
1844,158180.955418
1845,135891.048248
1846,150034.951381
1847,148251.987836
1848,47517.2892478
1849,104977.876543
1850,117727.653049
1851,145278.111367
1852,125933.813974
1853,128483.564094
1854,174893.039994
1855,154847.040989
1856,224683.264085
1857,152522.813894
1858,145340.74228
1859,117535.391002
1860,155776.246973
1861,116357.360222
1862,342835.088106
1863,323863.766002
1864,323899.927546
1865,388226.519398
1866,350416.580369
1867,215554.16516
1868,286355.842946
1869,217859.592247
1870,226967.202714
1871,236440.975063
1872,170247.343403
1873,265484.952185
1874,146733.294445
1875,210765.519217
1876,210671.903468
1877,233956.286737
1878,197130.7453
1879,136180.755566
1880,138928.049209
1881,259315.598071
1882,242557.946363
1883,188998.684173
1884,205074.576579
1885,235493.120969
1886,271071.709685
1887,215010.978156
1888,267762.103371
1889,176922.346052
1890,119106.674553
1891,148529.066769
1892,98709.3868064
1893,152857.424034
1894,116373.02193
1895,122068.53677
1896,122750.678018
1897,122470.841879
1898,133236.345827
1899,170198.860892
1900,168081.696601
1901,175681.627251
1902,140960.801638
1903,206976.741027
1904,140036.54783
1905,177814.707167
1906,173423.601273
1907,197857.514002
1908,126239.684128
1909,151067.224006
1910,136462.002402
1911,214737.334892
1912,328388.114353
1913,133069.965868
1914,71225.2276751
1915,426540.485573
1916,56962.8269446
1917,248904.796836
1918,143206.42721
1919,180774.018343
1920,134871.874316
1921,405839.181393
1922,333467.749805
1923,228765.043318
1924,230809.429532
1925,203444.123661
1926,399725.942964
1927,144315.385958
1928,144082.307538
1929,142223.309934
1930,143093.123231
1931,155488.195302
1932,150216.82685
1933,218463.744657
1934,179253.711255
1935,176600.805829
1936,214602.602057
1937,186792.933146
1938,164724.33301
1939,250053.499776
1940,190092.09499
1941,176996.057192
1942,190799.484941
1943,225082.089743
1944,389595.8827
1945,430230.228812
1946,120505.979708
1947,327541.920379
1948,155774.407262
1949,249736.755321
1950,205667.725794
1951,245497.267713
1952,198996.686005
1953,208368.652509
1954,196709.028388
1955,143610.368862
1956,341582.484888
1957,136021.471858
1958,284921.80485
1959,145574.030156
1960,111296.978208
1961,124687.771795
1962,103987.647475
1963,121278.309191
1964,109920.487722
1965,154797.023364
1966,142405.585126
1967,295223.420749
1968,445340.395784
1969,394287.536789
1970,425572.145519
1971,489234.894897
1972,393220.262267
1973,256333.319158
1974,326406.190079
1975,513320.38607
1976,270170.74009
1977,371471.483705
1978,367771.799562
1979,326283.645743
1980,196613.889144
1981,357635.606902
1982,235354.526035
1983,211764.055305
1984,173679.468884
1985,252377.932593
1986,216547.08118
1987,164324.72047
1988,175975.543365
1989,193940.326766
1990,206228.88525
1991,242555.276619
1992,225325.370002
1993,164900.391173
1994,238559.104877
1995,181315.975688
1996,249519.682955
1997,306609.052653
1998,325801.726386
1999,263792.331278
2000,321134.623673
2001,273691.972902
2002,257687.89102
2003,241638.728835
2004,271788.102985
2005,216031.478227
2006,215037.199619
2007,230334.334344
2008,201466.996321
2009,198125.547557
2010,192565.663813
2011,120675.006814
2012,165597.753382
2013,179394.923042
2014,185111.058937
2015,209713.581381
2016,193084.345995
2017,203592.583694
2018,120553.919236
2019,146200.657351
2020,118710.422806
2021,96378.6971503
2022,190014.647332
2023,132477.456097
2024,265708.212331
2025,339992.109631
2026,175278.924774
2027,169214.204024
2028,155985.341052
2029,185461.61927
2030,283140.954315
2031,252647.437358
2032,266518.863944
2033,283817.832184
2034,176112.028297
2035,235343.191273
2036,208160.358972
2037,223042.765694
2038,349626.729292
2039,244565.55621
2040,337806.392726
2041,301192.415602
2042,193999.033155
2043,185455.912051
2044,167547.44339
2045,194656.114634
2046,142247.734396
2047,150811.8611
2048,136391.525753
2049,128912.345477
2050,173393.084285
2051,102310.830253
2052,115791.133049
2053,138684.952828
2054,92803.0607675
2055,150226.21169
2056,138153.4979
2057,118375.805382
2058,205796.094591
2059,123857.451527
2060,170078.671894
2061,162367.944126
2062,132475.171811
2063,119204.910425
2064,145344.012348
2065,115776.107404
2066,142314.782831
2067,113474.915758
2068,140610.728204
2069,66589.9647107
2070,116836.720715
2071,106291.748342
2072,132154.446409
2073,145645.941778
2074,171519.058636
2075,140024.588008
2076,120310.906249
2077,142498.261541
2078,118580.375705
2079,133674.232666
2080,119150.766604
2081,128274.517882
2082,134686.368091
2083,147879.521144
2084,120897.64578
2085,119185.127177
2086,128437.644346
2087,126710.598948
2088,104232.560673
2089,79193.4305267
2090,106390.190599
2091,115835.26202
2092,131148.820447
2093,109816.690049
2094,107319.412653
2095,133516.216188
2096,70195.3085819
2097,89107.2133832
2098,150707.552955
2099,48347.2109899
2100,70202.7112113
2101,126741.60713
2102,117011.476757
2103,102182.527191
2104,129957.56194
2105,141394.198044
2106,46340.8625648
2107,183096.103674
2108,120785.758509
2109,109706.463123
2110,117617.116964
2111,126644.052059
2112,130788.641028
2113,124360.638086
2114,126791.811018
2115,158825.527343
2116,117079.121019
2117,143030.075524
2118,116559.717711
2119,121922.445659
2120,116964.857547
2121,106058.714112
2122,115136.708158
2123,87909.1498787
2124,156037.162269
2125,108880.481552
2126,144034.422582
2127,150014.890208
2128,115279.929196
2129,81414.6445057
2130,147020.123667
2131,128156.341777
2132,110698.592039
2133,131694.793849
2134,126052.332551
2135,90919.7166065
2136,86080.9939197
2137,121273.223073
2138,134232.942542
2139,153977.219075
2140,140952.437201
2141,182787.485116
2142,125499.591082
2143,152194.289877
2144,113839.088437
2145,140312.300325
2146,210443.706962
2147,123757.346304
2148,140166.575388
2149,157157.140303
2150,232476.7333
2151,97079.7574449
2152,165385.595652
2153,187082.705763
2154,108865.08269
2155,146666.657372
2156,283259.71266
2157,225682.022909
2158,203440.419244
2159,199206.384489
2160,164781.485471
2161,233715.390127
2162,428659.277138
2163,356068.275884
2164,236365.404587
2165,208699.484776
2166,156671.689501
2167,229105.472438
2168,204020.978745
2169,202185.61256
2170,210249.212431
2171,154292.557903
2172,127221.990251
2173,154145.951623
2174,213467.553843
2175,297399.712716
2176,334711.539314
2177,238329.639224
2178,192933.511092
2179,151054.854142
2180,238126.491978
2181,190781.090825
2182,215531.448514
2183,183995.514472
2184,116818.512503
2185,126138.572789
2186,146137.796297
2187,166733.588127
2188,158652.364941
2189,315161.844174
2190,83540.3516195
2191,74581.0999483
2192,89441.2856473
2193,130300.852772
2194,102474.014403
2195,99979.8473248
2196,100357.890839
2197,127926.512292
2198,153531.527917
2199,183375.360453
2200,138792.313297
2201,130647.198042
2202,228046.006717
2203,127386.877896
2204,162573.576683
2205,119888.281045
2206,143243.322529
2207,230921.128917
2208,237844.077683
2209,250327.342549
2210,151920.43564
2211,121952.802727
2212,132378.51162
2213,112006.726829
2214,147346.322448
2215,108242.159818
2216,139515.013604
2217,59835.1412493
2218,86871.1211643
2219,84439.3162745
2220,85706.2795723
2221,430178.766467
2222,311510.01794
2223,304026.140802
2224,198450.35091
2225,136765.182755
2226,189903.276806
2227,192564.107792
2228,303601.419832
2229,244883.959834
2230,164094.89609
2231,215145.367474
2232,174563.737796
2233,170830.275842
2234,245770.724566
2235,254142.94646
2236,262645.198292
2237,347821.540548
2238,250278.547852
2239,84077.9304966
2240,180485.267306
2241,156075.772668
2242,131798.703284
2243,131813.298414
2244,111919.681294
2245,118040.537931
2246,134387.154056
2247,125366.545907
2248,130766.906647
2249,129917.089463
2250,130041.59829
2251,102927.046662
2252,173427.918647
2253,155131.571928
2254,181077.239329
2255,192083.670796
2256,182529.916045
2257,197372.769059
2258,146965.973789
2259,188243.390725
2260,148147.56912
2261,187828.423797
2262,234805.525216
2263,388185.847523
2264,484413.086872
2265,175243.90853
2266,335365.597711
2267,355946.262442
2268,453997.429969
2269,150478.571365
2270,187222.522487
2271,201954.929757
2272,196947.730408
2273,164965.356283
2274,194020.159926
2275,138783.858395
2276,196889.040966
2277,179162.436795
2278,148213.033003
2279,117854.810945
2280,118498.609674
2281,177035.036386
2282,191062.061037
2283,121251.283509
2284,109078.21533
2285,139018.355532
2286,117270.742863
2287,388362.151141
2288,221426.402086
2289,391147.468982
2290,456557.953202
2291,328787.006349
2292,428813.199821
2293,500631.221452
2294,426480.253809
2295,515631.675581
2296,268592.105939
2297,371870.52913
2298,375296.272813
2299,348687.791107
2300,330162.273517
2301,310285.808014
2302,252676.877663
2303,223586.462535
2304,227232.263006
2305,176586.576649
2306,178102.503955
2307,186194.915655
2308,221260.462029
2309,281262.664949
2310,221589.613495
2311,191229.805819
2312,155903.046466
2313,178610.311308
2314,165469.439212
2315,167789.589005
2316,178099.647259
2317,183209.572502
2318,182659.457025
2319,177014.434774
2320,174850.636681
2321,258675.212202
2322,167332.582934
2323,193322.282234
2324,175658.751298
2325,186403.855298
2326,160622.892689
2327,205730.494433
2328,213678.873044
2329,185945.189076
2330,182319.253079
2331,346806.309054
2332,401382.625318
2333,312052.337774
2334,244281.270637
2335,249098.539265
2336,310424.237021
2337,194943.533736
2338,259017.958751
2339,204523.419047
2340,412845.556258
2341,189837.189437
2342,234657.980481
2343,229023.625586
2344,213069.827368
2345,220995.589844
2346,196223.882568
2347,183783.764917
2348,241181.352443
2349,177784.563075
2350,324961.841247
2351,240358.05767
2352,213136.346671
2353,243168.997755
2354,119517.410294
2355,127410.503132
2356,157247.272432
2357,175283.286479
2358,183992.451143
2359,139790.139305
2360,121184.400516
2361,149732.007512
2362,244511.298797
2363,164650.562496
2364,170367.533502
2365,244633.655469
2366,179461.969059
2367,204624.900706
2368,232217.703315
2369,217279.393833
2370,187722.289618
2371,178046.696104
2372,177398.23884
2373,300605.225341
2374,310954.006263
2375,264489.101975
2376,264596.479796
2377,359627.628555
2378,153679.133295
2379,213131.820119
2380,148015.156291
2381,157862.721523
2382,188531.672056
2383,191936.082663
2384,244832.391266
2385,167124.134564
2386,115372.453743
2387,129395.517951
2388,102280.065425
2389,116740.150602
2390,149508.282657
2391,143385.973817
2392,109084.804928
2393,156984.057731
2394,138972.728243
2395,193546.542128
2396,132035.027759
2397,207713.944972
2398,122493.304361
2399,52715.0609926
2400,58114.1136441
2401,118095.285332
2402,125399.997768
2403,120882.896339
2404,153620.120165
2405,153336.108853
2406,150195.294544
2407,116941.021157
2408,136920.396008
2409,109466.5915
2410,162120.994658
2411,116080.530317
2412,163682.387572
2413,124781.735403
2414,149888.134628
2415,114884.989337
2416,118122.092297
2417,122125.906536
2418,132416.460018
2419,130323.481212
2420,123160.777043
2421,136381.93004
2422,91847.3704016
2423,109149.935581
2424,137877.070923
2425,225691.757324
2426,140293.728411
2427,124523.896874
2428,159877.98157
2429,115131.879302
2430,130229.3522
2431,118076.571623
2432,145747.094506
2433,136578.210672
2434,136549.467498
2435,137673.143111
2436,106760.317178
2437,94902.8411802
2438,133508.050272
2439,98225.1621511
2440,118227.766462
2441,101429.769587
2442,97199.792931
2443,134220.927179
2444,142467.81046
2445,79645.4023691
2446,122650.240227
2447,182049.505134
2448,117758.53782
2449,104442.962552
2450,129101.39529
2451,119602.613176
2452,221458.140501
2453,80758.0808359
2454,129410.755285
2455,137981.471417
2456,133326.969591
2457,133108.217215
2458,138349.82531
2459,108839.910016
2460,141338.639125
2461,123701.820799
2462,134632.259237
2463,124973.024049
2464,169035.196581
2465,146108.923462
2466,119776.311934
2467,133858.085265
2468,79122.8617936
2469,65806.3982464
2470,182268.110843
2471,195952.108086
2472,168106.047974
2473,133912.894093
2474,59912.4162047
2475,190664.545877
2476,128406.731236
2477,122018.676622
2478,154172.017513
2479,97979.6461993
2480,158640.575961
2481,118895.288133
2482,142724.17404
2483,103820.791148
2484,128354.547063
2485,126990.029896
2486,141709.869275
2487,173313.692579
2488,170263.380541
2489,142775.107974
2490,155149.265398
2491,89835.9882748
2492,182613.424408
2493,134361.714981
2494,119206.193654
2495,77309.4511045
2496,232241.323064
2497,153112.232716
2498,118863.274003
2499,85896.8215596
2500,113781.181665
2501,129439.684272
2502,143796.241483
2503,81025.2749346
2504,194337.244555
2505,215874.142561
2506,235596.495284
2507,298914.663208
2508,224185.45983
2509,204901.714329
2510,190611.536181
2511,159392.778996
2512,208256.581139
2513,201779.311811
2514,246438.737373
2515,147811.212528
2516,175572.743595
2517,137583.937966
2518,145728.720462
2519,232971.811098
2520,211122.806763
2521,181019.2003
2522,212787.701999
2523,111150.697053
2524,133140.663496
2525,144062.597719
2526,131366.61711
2527,109413.541459
2528,117794.667387
2529,132131.276695
2530,122040.472323
2531,235485.53141
2532,218598.068028
2533,187671.548312
2534,229661.815188
2535,281574.615097
2536,217292.039274
2537,262455.852712
2538,168425.076093
2539,181434.654222
2540,164671.958954
2541,179083.599746
2542,170502.812742
2543,125078.08188
2544,107739.373922
2545,131077.534288
2546,102228.199933
2547,150303.002785
2548,167581.784967
2549,166924.667181
2550,297328.12565
2551,136137.670031
2552,126268.591617
2553,72505.8459285
2554,98958.9571418
2555,115854.599396
2556,83719.1662707
2557,114658.359176
2558,152846.481221
2559,117103.560258
2560,160441.108324
2561,150247.185235
2562,154056.503648
2563,152239.520522
2564,174178.380272
2565,152978.381136
2566,158402.08704
2567,132683.293596
2568,221700.96111
2569,257809.169452
2570,140343.683924
2571,179204.495137
2572,154010.285385
2573,190965.409461
2574,279597.705302
2575,137347.28477
2576,121867.680731
2577,165190.645305
2578,75301.2366353
2579,71327.316803
2580,110811.157247
2581,113518.917495
2582,135285.459977
2583,295799.588775
2584,179147.476405
2585,178513.560644
2586,211035.947956
2587,190598.047385
2588,125539.584511
2589,162402.666387
2590,211918.693776
2591,214781.075302
2592,194640.015729
2593,302541.95703
2594,179997.068118
2595,185034.340439
2596,277712.514766
2597,164501.193686
2598,279628.305615
2599,367804.68695
2600,137281.146846
2601,156988.156991
2602,83782.512
2603,106533.82585
2604,86873.3542611
2605,79604.2345813
2606,160679.080369
2607,187494.77685
2608,206061.810483
2609,166479.715381
2610,129666.44412
2611,98566.2488333
2612,152547.478376
2613,129213.101114
2614,120691.24312
2615,134051.030943
2616,133360.135615
2617,162538.548166
2618,172408.161493
2619,171909.742638
2620,187963.965256
2621,175407.633466
2622,185312.376107
2623,232582.971945
2624,310705.411778
2625,279985.283769
2626,151907.815416
2627,152762.284844
2628,555801.423196
2629,546067.043508
2630,405622.337836
2631,477155.300587
2632,436928.095717
2633,338215.209753
2634,407769.672396
2635,165964.301307
2636,162896.744795
2637,184170.452028
2638,250863.697036
2639,169148.52462
2640,159798.524419
2641,112612.913617
2642,206062.504605
2643,102329.41226
2644,137381.697895
2645,121519.796664
2646,99273.2275973
2647,113665.967415
2648,143073.579922
2649,152606.221611
2650,135289.262078
2651,147987.322737
2652,429266.761598
2653,209075.364575
2654,235038.177748
2655,400399.466911
2656,336179.657768
2657,366251.133587
2658,311441.451657
2659,316031.916468
2660,391200.93447
2661,354978.093395
2662,376934.922261
2663,258299.265981
2664,261049.457237
2665,340122.058139
2666,261308.934588
2667,162694.227787
2668,179562.242743
2669,166055.959206
2670,273685.758521
2671,176357.969774
2672,201617.319122
2673,208525.044406
2674,202473.060829
2675,179081.256327
2676,188499.723867
2677,194743.534114
2678,250239.554098
2679,262099.775662
2680,266792.886783
2681,404462.917302
2682,296523.776016
2683,547062.891023
2684,320912.80166
2685,324986.188066
2686,230966.260617
2687,337720.597774
2688,188073.132701
2689,176230.399926
2690,406826.938425
2691,183100.570338
2692,113129.249974
2693,176926.889397
2694,114513.83252
2695,184111.005294
2696,173854.253158
2697,183145.045598
2698,172784.110976
2699,168449.14918
2700,143334.967548
2701,153247.031188
2702,100152.328811
2703,110157.572089
2704,125313.06994
2705,109840.624811
2706,92701.6172096
2707,121216.232592
2708,131674.795556
2709,95958.5581724
2710,134644.891195
2711,309918.241444
2712,404453.926877
2713,164862.508274
2714,159851.165511
2715,172033.707911
2716,147670.604543
2717,187798.708081
2718,197223.810764
2719,176399.765135
2720,154815.248886
2721,130715.789491
2722,154943.991178
2723,150604.962833
2724,125614.667455
2725,120024.469024
2726,149472.936199
2727,195791.814956
2728,182268.736253
2729,155374.655954
2730,137138.043211
2731,130861.937199
2732,132252.3555
2733,156286.488785
2734,124088.957059
2735,133133.823571
2736,157807.712602
2737,115337.798763
2738,117956.939675
2739,159134.7077
2740,126190.243476
2741,141823.228169
2742,148548.707137
2743,145718.2793
2744,149395.189102
2745,144919.90301
2746,130162.255686
2747,144412.647972
2748,122034.144353
2749,122578.892985
2750,123801.085648
2751,129651.924243
2752,181430.873236
2753,165188.507752
2754,219323.818843
2755,137858.649662
2756,87049.266697
2757,67406.8911986
2758,104625.087763
2759,158180.184015
2760,118977.171623
2761,145035.255423
2762,126864.984129
2763,177067.098599
2764,146927.30114
2765,284008.562348
2766,133147.567825
2767,86951.8307864
2768,127366.502776
2769,119473.141161
2770,138707.224398
2771,114750.543067
2772,113825.595137
2773,175449.064807
2774,129101.524051
2775,122096.639932
2776,133989.884253
2777,137732.778235
2778,110888.39116
2779,120924.165302
2780,102030.311123
2781,89123.3654896
2782,81332.9339388
2783,100244.997475
2784,122675.309656
2785,130031.083547
2786,61551.1109787
2787,118706.7386
2788,70100.2919059
2789,153828.248218
2790,114885.382849
2791,92886.5665775
2792,62909.2138323
2793,170295.78278
2794,79896.2163513
2795,114666.877441
2796,93469.0829071
2797,170032.934888
2798,119229.520414
2799,110415.212367
2800,58092.3493755
2801,107340.010143
2802,120921.211879
2803,131728.745393
2804,136061.33338
2805,101168.922045
2806,65023.7959374
2807,155107.364872
2808,161451.012059
2809,146804.663442
2810,127676.214477
2811,165019.015972
2812,174087.69096
2813,138843.450221
2814,131243.094085
2815,101741.069353
2816,228063.367228
2817,167387.955613
2818,133751.694983
2819,152919.277726
2820,142380.827595
2821,122057.483296
2822,182939.229664
2823,306808.887422
2824,172588.798004
2825,126823.703404
2826,127605.932812
2827,121744.085195
2828,190460.533992
2829,233437.644354
2830,198991.934851
2831,153701.002127
2832,248564.968528
2833,329202.785681
2834,212582.449423
2835,194540.232294
2836,185250.461259
2837,148197.862452
2838,135233.286889
2839,165142.416281
2840,197840.157851
2841,186687.677732
2842,211462.317962
2843,167252.077652
2844,188228.860173
2845,109985.678502
2846,200278.403809
2847,202258.658946
2848,206827.979302
2849,182800.155564
2850,262365.456167
2851,182972.821547
2852,215090.5236
2853,213650.003068
2854,139176.11191
2855,193431.60739
2856,202417.840152
2857,186990.585943
2858,188132.656262
2859,122665.75933
2860,135103.095432
2861,117786.917603
2862,202313.681508
2863,90780.3530482
2864,240824.967396
2865,142484.797982
2866,138834.51306
2867,96119.9102199
2868,106414.703923
2869,108787.32041
2870,93504.7657385
2871,94549.4732997
2872,35739.2332474
2873,107803.399779
2874,134669.06289
2875,116294.848745
2876,162917.826061
2877,158297.982295
2878,169699.316812
2879,131813.115094
2880,102193.694218
2881,158443.239892
2882,189169.731217
2883,191672.693543
2884,198931.426316
2885,173453.425602
2886,218994.129381
2887,99081.2174171
2888,153533.139378
2889,54303.9066435
2890,82104.3639647
2891,123329.615035
2892,44155.8359594
2893,90145.3900577
2894,64069.2844189
2895,335016.434565
2896,306046.395247
2897,218102.840941
2898,121272.443155
2899,182366.356717
2900,152716.491646
2901,194547.237414
2902,195190.072532
2903,328527.641815
2904,346895.424906
2905,72846.9778027
2906,231965.673577
2907,114813.808236
2908,125776.565166
2909,116488.079613
2910,81119.4331386
2911,84415.6888097
2912,144001.173021
2913,83208.3407565
2914,70106.5616583
2915,92217.7327171
2916,87875.86586
2917,173303.291184
2918,100918.957801
2919,230149.288991
